GISJOIN,diff
G1901730,0.45054945055000006
G1901750,0.27756588072099997
G1901770,0.476744186047
G1901790,0.207988797013
G1901810,0.16354584633599994
G1901830,0.206208425721
G1901850,0.462170489558
G1901870,0.21787806717300007
G1901890,0.26534895924400004
G1901910,0.008380137291000012
G1901930,0.19856520625100005
G1901950,0.21821631878599995
G1901970,0.31938140864000003
G2000010,0.409672563041
G2000030,0.525175465365
G2000050,0.317691224777
G2000070,0.6976007243090001
G2000090,0.5891157811259999
G2000110,0.508279824265
G2000130,0.5078282828289999
G2000150,0.45440094636100004
G2000170,0.485096870342
G2000190,0.713279132791
G2000210,0.483901740997
G2000230,0.698367636622
G2000250,0.707019328586
G2000270,0.581164475449
G2000290,0.5512920908379999
G2000310,0.573195355881
G2000330,0.703617269545
G2000350,0.37630432996499996
G2000370,0.231185781727
G2000390,0.713698630137
G2000410,0.539835164836
G2000430,0.599227569816
G2000450,-0.32719620161300006
G2000470,0.6307339449539999
G2000490,0.705321683876
G2000510,0.483876500857
G2000530,0.539984767707
G2000550,0.323604973795
G2000570,0.398922558923
G2000590,0.39369487708699996
G2000610,0.217000981905
G2000630,0.736445783132
G2000650,0.654545454545
G2000690,0.693187468921
G2000710,0.688575899844
G2000730,0.5912486659559999
G2000750,0.680047225502
G2000770,0.621567847194
G2000790,0.24050894085199997
G2000810,0.6023076923070001
G2000830,0.716699801193
G2000850,0.41889296315700003
G2000870,0.32253711201100005
G2000890,0.690492245449
G2000910,0.02710605426899998
G2000930,0.621886792452
G2000950,0.583053946967
G2000970,0.727272727273
G2000990,0.37858315443900004
G2001010,0.697954271962
G2001030,0.24676506267699994
G2001050,0.658839779005
G2001070,0.620705772377
G2001090,0.7232937685459999
G2001110,0.16160068114099996
G2001130,0.41983444506900003
G2001150,0.503385178408
G2001170,0.478374836173
G2001190,0.706865671642
G2001210,0.40035345296299996
G2001230,0.618626062323
G2001250,0.5083885399629999
G2001270,0.468847352025
G2001290,0.711206896552
G2001310,0.667064676617
G2001330,0.46756624938999997
G2001350,0.735888501742
G2001370,0.699086757991
G2001390,0.4326950971860001
G2001410,0.6879634911579999
G2001430,0.640963014654
G2001450,0.501537279016
G2001470,0.7292225201070001
G2001490,0.507771020368
G2001510,0.539936941671
G2001530,0.724447513812
G2001550,0.35951893551700004
G2001570,0.653381642512
G2001590,0.556209700028
G2001610,0.045177045177
G2001630,0.725820016821
G2001650,0.644504748983
G2001670,0.6639135959339999
G2001690,0.34344053569699995
G2001710,0.741083835109
G2001730,0.19144121714999995
G2001750,0.323423993253
G2001770,0.028228872474000022
G2001790,0.7782672540380999
G2001810,0.6712652739459999
G2001830,0.665342601788
G2001850,0.627388535032
G2001870,0.603773584906
G2001890,0.728008634647
G2001910,0.50610912155
G2001930,0.679012345679
G2001950,0.697738176834
G2001970,0.474550898203
G2001990,0.8549422336326
G2002010,0.65670526709
G2002030,0.670235546039
G2002050,0.6309592188400001
G2002070,0.5584507042260001
G2002090,-0.29127604441000005
G2100010,0.645843461351
G2100030,0.6329004329
G2100050,0.49132644121299995
G2100070,0.572370026849
G2100090,0.498457207817
G2100110,0.376010487219
G2100130,0.622194770434
G2100150,0.41800173761899995
G2100170,0.31600500511900004
G2100190,0.37029790148200004
G2100210,0.29076423267299994
G2100230,0.569562748439
G2100250,0.428421787709
G2100270,0.516143753565
G2100290,0.4982517482519999
G2100310,0.624394618834
G2100330,0.543703951775
G2100350,0.35027121391599997
G2100370,0.24468460832099992
G2100390,0.639476721816
G2100410,0.38483510776400004
G2100430,0.5172883997269999
G2100450,0.732370301336
G2100470,0.31356201005900003
G2100490,0.37077749644899993
G2100510,0.755545696539
G2100530,0.732375392905
G2100550,0.6622893954410001
G2100570,0.66742894479
G2100590,0.322259136212
G2100610,0.602405039129
G2100630,0.44257112750300004
G2100650,0.564824846515
G2100670,-0.09467203479500003
G2100690,0.53984
G2100710,0.48290055081499994
G2100730,0.04622483221500001
G2100750,0.32549349012999995
G2100770,0.508098380324
G2100790,0.584657822146
G2100810,0.560988378181
G2100830,0.564648413943
G2100850,0.5925785687239999
G2100870,0.664040517727
G2100890,0.45496464801700004
G2100910,0.35973904939400003
G2100930,0.302136246608
G2100950,0.7219843633659999
G2100970,0.43786982248500006
G2100990,0.49442225588699995
G2101010,0.27686370099600005
G2101030,0.43629235508200004
G2101050,0.560037088549
G2101070,0.5395817958179999
G2101090,0.8017100236489
G2101110,-0.13341534902999996
G2101130,0.40056671818699996
G2101150,0.710564853557
G2101170,0.26069118976399996
G2101190,0.540653231411
G2101210,0.676943588035
G2101230,0.5537034124860001
G2101250,0.6913062754420001
G2101270,0.624648003975
G2101290,0.641006383778
G2101310,0.8056607978602
G2101330,0.629832438944
G2101350,0.6759871528429999
G2101370,0.572789115647
G2101390,0.5779836277470001
